Medal,Name,Sex,NOC,Event,Sport,City,Team,Games,Year,Weight,Height,Age,Season,ID
Bronze,TEMPLE Matthew,M,AUS,Men's 4 x 100m Freestyle Relay,Swimming,Tokyo,Australia,2020 Tokyo,2020,107,157,32,Summer,0
Gold,MACNEIL Margaret,W,CAN,Women's 100m Butterfly,Swimming,Tokyo,Canada,2020 Tokyo,2020,53,195,19,Summer,0
Silver,ZHANG Yufei,W,CHN,Women's 100m Butterfly,Swimming,Tokyo,China,2020 Tokyo,2020,132,167,23,Summer,0
Bronze,McKEON Emma,W,AUS,Women's 100m Butterfly,Swimming,Tokyo,Australia,2020 Tokyo,2020,55,172,19,Summer,0
Gold,TITMUS Ariarne,W,AUS,Women's 400m Freestyle,Swimming,Tokyo,Australia,2020 Tokyo,2020,100,209,32,Summer,0
Silver,LEDECKY Kathleen,W,USA,Women's 400m Freestyle,Swimming,Tokyo,USA,2020 Tokyo,2020,145,204,18,Summer,0
Bronze,LI Bingjie,W,CHN,Women's 400m Freestyle,Swimming,Tokyo,China,2020 Tokyo,2020,82,143,33,Summer,0
Gold,MIZUTANI Jun,X,JPN,Mixed Doubles,Table Tennis,Tokyo,Japan,2020 Tokyo,2020,89,145,27,Summer,0
Gold,ITO Mima,X,JPN,Mixed Doubles,Table Tennis,Tokyo,Japan,2020 Tokyo,2020,104,149,29,Summer,0
Silver,XU Xin,X,CHN,Mixed Doubles,Table Tennis,Tokyo,China,2020 Tokyo,2020,94,153,20,Summer,0
Silver,LIU Shiwen,X,CHN,Mixed Doubles,Table Tennis,Tokyo,China,2020 Tokyo,2020,131,189,21,Summer,0
Bronze,LIN Yun Ju,X,TPE,Mixed Doubles,Table Tennis,Tokyo,Taiwan,2020 Tokyo,2020,129,199,34,Summer,0
Bronze,CHENG I Ching,X,TPE,Mixed Doubles,Table Tennis,Tokyo,Taiwan,2020 Tokyo,2020,81,150,18,Summer,0
Gold,KHRAMTCOV Maksim,M,ROC,Men -80kg,Taekwondo,Tokyo,,2020 Tokyo,2020,86,193,19,Summer,0
Silver,ELSHARABATY Saleh,M,JOR,Men -80kg,Taekwondo,Tokyo,Jordan,2020 Tokyo,2020,101,154,30,Summer,0
Bronze,KANAET Toni,M,CRO,Men -80kg,Taekwondo,Tokyo,Croatia,2020 Tokyo,2020,106,183,31,Summer,0
Bronze,EISSA Seif,M,EGY,Men -80kg,Taekwondo,Tokyo,Egypt,2020 Tokyo,2020,129,143,31,Summer,0
Gold,JELIC Matea,W,CRO,Women -67kg,Taekwondo,Tokyo,Croatia,2020 Tokyo,2020,120,158,27,Summer,0
Silver,WILLIAMS Lauren,W,GBR,Women -67kg,Taekwondo,Tokyo,UK,2020 Tokyo,2020,106,153,29,Summer,0
Bronze,GBAGBI Ruth,W,CIV,Women -67kg,Taekwondo,Tokyo,Ivory Coast,2020 Tokyo,2020,120,158,30,Summer,0
Bronze,MALAK Hedaya,W,EGY,Women -67kg,Taekwondo,Tokyo,Egypt,2020 Tokyo,2020,117,163,22,Summer,0
Gold,BLUMMENFELT Kristian,M,NOR,Men's Individual,Triathlon,Tokyo,Norway,2020 Tokyo,2020,73,149,19,Summer,0
Silver,YEE Alex,M,GBR,Men's Individual,Triathlon,Tokyo,UK,2020 Tokyo,2020,132,164,28,Summer,0
Bronze,WILDE Hayden,M,NZL,Men's Individual,Triathlon,Tokyo,New Zealand,2020 Tokyo,2020,126,201,26,Summer,0
Gold,DIAZ Hidilyn,W,PHI,Women's 55kg,Weightlifting,Tokyo,Philippines,2020 Tokyo,2020,54,142,23,Summer,0
Silver,LIAO Qiuyun,W,CHN,Women's 55kg,Weightlifting,Tokyo,China,2020 Tokyo,2020,111,189,30,Summer,0
Bronze,CHINSHANLO Zulfiya,W,KAZ,Women's 55kg,Weightlifting,Tokyo,Kazakhstan,2020 Tokyo,2020,145,150,19,Summer,0
Gold,AKHAIMOVA Liliia,W,ROC,Women's Team,Gymnastics,Tokyo,,2020 Tokyo,2020,69,191,24,Summer,0
Gold,MELNIKOVA Angelina,W,ROC,Women's Team,Gymnastics,Tokyo,,2020 Tokyo,2020,76,183,30,Summer,0
Gold,URAZOVA Vladislava,W,ROC,Women's Team,Gymnastics,Tokyo,,2020 Tokyo,2020,140,193,22,Summer,0
Gold,LISTUNOVA Viktoriia,W,ROC,Women's Team,Gymnastics,Tokyo,,2020 Tokyo,2020,149,161,20,Summer,0
Silver,Mc CALLUM Grace,W,USA,Women's Team,Gymnastics,Tokyo,USA,2020 Tokyo,2020,63,199,34,Summer,0
Silver,LEE Sunisa,W,USA,Women's Team,Gymnastics,Tokyo,USA,2020 Tokyo,2020,55,191,21,Summer,0
Silver,CHILES Jordan,W,USA,Women's Team,Gymnastics,Tokyo,USA,2020 Tokyo,2020,54,147,25,Summer,0
Silver,BILES Simone,W,USA,Women's Team,Gymnastics,Tokyo,USA,2020 Tokyo,2020,76,199,28,Summer,0
Bronze,GADIROVA Jennifer,W,GBR,Women's Team,Gymnastics,Tokyo,UK,2020 Tokyo,2020,92,158,22,Summer,0
Bronze,GADIROVA Jessica,W,GBR,Women's Team,Gymnastics,Tokyo,UK,2020 Tokyo,2020,60,197,24,Summer,0
Bronze,KINSELLA Alice,W,GBR,Women's Team,Gymnastics,Tokyo,UK,2020 Tokyo,2020,68,164,22,Summer,0
Bronze,MORGAN Amelie,W,GBR,Women's Team,Gymnastics,Tokyo,UK,2020 Tokyo,2020,106,154,21,Summer,0
Gold,UENO Yukiko,W,JPN,Softball,Baseball/Softball,Tokyo,Japan,2020 Tokyo,2020,87,165,31,Summer,0
Gold,GOTO Miu,W,JPN,Softball,Baseball/Softball,Tokyo,Japan,2020 Tokyo,2020,97,209,21,Summer,0
Gold,FUJITA Yamato,W,JPN,Softball,Baseball/Softball,Tokyo,Japan,2020 Tokyo,2020,109,150,28,Summer,0
Gold,AGATSUMA Haruka,W,JPN,Softball,Baseball/Softball,Tokyo,Japan,2020 Tokyo,2020,59,141,19,Summer,0
Gold,KIYOHARA Nayu,W,JPN,Softball,Baseball/Softball,Tokyo,Japan,2020 Tokyo,2020,75,194,27,Summer,0
Gold,ATSUMI Mana,W,JPN,Softball,Baseball/Softball,Tokyo,Japan,2020 Tokyo,2020,131,187,30,Summer,0
Gold,ICHIGUCHI Yuka,W,JPN,Softball,Baseball/Softball,Tokyo,Japan,2020 Tokyo,2020,119,203,32,Summer,0
Gold,KAWABATA Hitomi,W,JPN,Softball,Baseball/Softball,Tokyo,Japan,2020 Tokyo,2020,113,195,31,Summer,0
Gold,NAITO Minori,W,JPN,Softball,Baseball/Softball,Tokyo,Japan,2020 Tokyo,2020,62,200,20,Summer,0
Gold,YAMAMOTO Yu,W,JPN,Softball,Baseball/Softball,Tokyo,Japan,2020 Tokyo,2020,129,188,20,Summer,0
Gold,HARADA Nodoka,W,JPN,Softball,Baseball/Softball,Tokyo,Japan,2020 Tokyo,2020,62,184,18,Summer,0
Gold,MORI Sayaka,W,JPN,Softball,Baseball/Softball,Tokyo,Japan,2020 Tokyo,2020,122,144,18,Summer,0
Gold,YAMAZAKI Saki,W,JPN,Softball,Baseball/Softball,Tokyo,Japan,2020 Tokyo,2020,125,172,30,Summer,0
Gold,YAMADA Eri,W,JPN,Softball,Baseball/Softball,Tokyo,Japan,2020 Tokyo,2020,133,184,27,Summer,0
Gold,MINE Yukiyo,W,JPN,Softball,Baseball/Softball,Tokyo,Japan,2020 Tokyo,2020,68,208,22,Summer,0
Silver,AGUILAR Ali,W,USA,Softball,Baseball/Softball,Tokyo,USA,2020 Tokyo,2020,126,192,32,Summer,0
Silver,CARDA Ally,W,USA,Softball,Baseball/Softball,Tokyo,USA,2020 Tokyo,2020,104,161,22,Summer,0
Silver,CHIDESTER Amanda,W,USA,Softball,Baseball/Softball,Tokyo,USA,2020 Tokyo,2020,52,203,27,Summer,0
Silver,MUNRO Aubree,W,USA,Softball,Baseball/Softball,Tokyo,USA,2020 Tokyo,2020,68,162,30,Summer,0
Silver,MULIPOLA Dejah,W,USA,Softball,Baseball/Softball,Tokyo,USA,2020 Tokyo,2020,55,174,21,Summer,0
Silver,SPAULDING Delaney,W,USA,Softball,Baseball/Softball,Tokyo,USA,2020 Tokyo,2020,146,206,34,Summer,0
Silver,Mc CLENEY Haylie,W,USA,Softball,Baseball/Softball,Tokyo,USA,2020 Tokyo,2020,109,187,28,Summer,0
Silver,REED Janie,W,USA,Softball,Baseball/Softball,Tokyo,USA,2020 Tokyo,2020,114,192,34,Summer,0
Silver,MOULTRIE Michelle,W,USA,Softball,Baseball/Softball,Tokyo,USA,2020 Tokyo,2020,75,182,23,Summer,0
Silver,NICKLES Bubba,W,USA,Softball,Baseball/Softball,Tokyo,USA,2020 Tokyo,2020,115,186,21,Summer,0
Silver,GARCIA Rachel,W,USA,Softball,Baseball/Softball,Tokyo,USA,2020 Tokyo,2020,110,180,33,Summer,0
Silver,ARIOTO Valerie,W,USA,Softball,Baseball/Softball,Tokyo,USA,2020 Tokyo,2020,56,171,33,Summer,0
Silver,OSTERMAN Cat,W,USA,Softball,Baseball/Softball,Tokyo,USA,2020 Tokyo,2020,140,165,32,Summer,0
Silver,STEWART Kelsey,W,USA,Softball,Baseball/Softball,Tokyo,USA,2020 Tokyo,2020,83,145,18,Summer,0
Silver,ABBOTT Monica,W,USA,Softball,Baseball/Softball,Tokyo,USA,2020 Tokyo,2020,102,209,27,Summer,0
Bronze,CAIRA Jenna,W,CAN,Softball,Baseball/Softball,Tokyo,Canada,2020 Tokyo,2020,121,142,32,Summer,0
Bronze,ENTZMINGER Emma,W,CAN,Softball,Baseball/Softball,Tokyo,Canada,2020 Tokyo,2020,137,165,20,Summer,0
Bronze,FRANKLIN Larissa,W,CAN,Softball,Baseball/Softball,Tokyo,Canada,2020 Tokyo,2020,141,170,25,Summer,0
Bronze,GILBERT Jen,W,CAN,Softball,Baseball/Softball,Tokyo,Canada,2020 Tokyo,2020,137,193,28,Summer,0
Bronze,GROENEWEGEN Sara,W,CAN,Softball,Baseball/Softball,Tokyo,Canada,2020 Tokyo,2020,133,174,30,Summer,0
Bronze,HAYWARD Victoria,W,CAN,Softball,Baseball/Softball,Tokyo,Canada,2020 Tokyo,2020,137,150,29,Summer,0
Bronze,HARSHMAN Kelsey,W,CAN,Softball,Baseball/Softball,Tokyo,Canada,2020 Tokyo,2020,51,201,33,Summer,0
Bronze,LAWRIE Danielle,W,CAN,Softball,Baseball/Softball,Tokyo,Canada,2020 Tokyo,2020,122,209,25,Summer,0
Bronze,LEUNG Janet,W,CAN,Softball,Baseball/Softball,Tokyo,Canada,2020 Tokyo,2020,56,166,32,Summer,0
Bronze,LYE Joey,W,CAN,Softball,Baseball/Softball,Tokyo,Canada,2020 Tokyo,2020,132,162,18,Summer,0
Bronze,POLIDORI Erika,W,CAN,Softball,Baseball/Softball,Tokyo,Canada,2020 Tokyo,2020,92,140,27,Summer,0
Bronze,RAFTER Kaleigh,W,CAN,Softball,Baseball/Softball,Tokyo,Canada,2020 Tokyo,2020,59,142,34,Summer,0
Bronze,REGULA Lauren,W,CAN,Softball,Baseball/Softball,Tokyo,Canada,2020 Tokyo,2020,86,181,23,Summer,0
Bronze,SALLING Jenn,W,CAN,Softball,Baseball/Softball,Tokyo,Canada,2020 Tokyo,2020,75,176,32,Summer,0
Bronze,WIDEMAN Natalie,W,CAN,Softball,Baseball/Softball,Tokyo,Canada,2020 Tokyo,2020,142,194,19,Summer,0
Gold,FUNK Ricarda,W,GER,Women's Kayak,Canoeing,Tokyo,Germany,2020 Tokyo,2020,91,149,29,Summer,0
Silver,CHOURRAUT Maialen,W,ESP,Women's Kayak,Canoeing,Tokyo,Spain,2020 Tokyo,2020,63,174,30,Summer,0
Bronze,FOX Jessica,W,AUS,Women's Kayak,Canoeing,Tokyo,Australia,2020 Tokyo,2020,148,182,31,Summer,0
Gold,NEFF Jolanda,W,SUI,Women's Cross-country,Cycling Mountain Bike,Tokyo,Switzerland,2020 Tokyo,2020,136,191,32,Summer,0
Silver,FREI Sina,W,SUI,Women's Cross-country,Cycling Mountain Bike,Tokyo,Switzerland,2020 Tokyo,2020,59,184,29,Summer,0
Bronze,INDERGAND Linda,W,SUI,Women's Cross-country,Cycling Mountain Bike,Tokyo,Switzerland,2020 Tokyo,2020,95,160,31,Summer,0
Gold,CHEN Yuxi,W,CHN,Women's Synchronised 10m Platform,Diving,Tokyo,China,2020 Tokyo,2020,138,162,30,Summer,0
Gold,ZHANG Jiaqi,W,CHN,Women's Synchronised 10m Platform,Diving,Tokyo,China,2020 Tokyo,2020,85,175,28,Summer,0
Silver,SCHNELL Delaney,W,USA,Women's Synchronised 10m Platform,Diving,Tokyo,USA,2020 Tokyo,2020,126,144,22,Summer,0
Silver,PARRATTO Jessica,W,USA,Women's Synchronised 10m Platform,Diving,Tokyo,USA,2020 Tokyo,2020,110,164,23,Summer,0
Bronze,AGUNDEZ GARCIA Gabriela,W,MEX,Women's Synchronised 10m Platform,Diving,Tokyo,Mexico,2020 Tokyo,2020,105,142,30,Summer,0
Bronze,OROZCO LOZA Alejandra,W,MEX,Women's Synchronised 10m Platform,Diving,Tokyo,Mexico,2020 Tokyo,2020,78,180,28,Summer,0
Gold,WERTH Isabell,O,GER,Dressage Team,Equestrianism,Tokyo,Germany,2020 Tokyo,2020,63,202,34,Summer,0
Gold,von BREDOW-WERNDL Jessica,O,GER,Dressage Team,Equestrianism,Tokyo,Germany,2020 Tokyo,2020,131,207,29,Summer,0
Gold,SCHNEIDER Dorothee,O,GER,Dressage Team,Equestrianism,Tokyo,Germany,2020 Tokyo,2020,102,207,20,Summer,0
Silver,LYLE Adrienne,O,USA,Dressage Team,Equestrianism,Tokyo,USA,2020 Tokyo,2020,62,192,28,Summer,0
Silver,SCHUT-KERY Sabine,O,USA,Dressage Team,Equestrianism,Tokyo,USA,2020 Tokyo,2020,103,144,21,Summer,0
Silver,PETERS Steffen,O,USA,Dressage Team,Equestrianism,Tokyo,USA,2020 Tokyo,2020,99,196,24,Summer,0
Bronze,DUJARDIN Charlotte,O,GBR,Dressage Team,Equestrianism,Tokyo,UK,2020 Tokyo,2020,107,203,20,Summer,0
Bronze,FRY Charlotte,O,GBR,Dressage Team,Equestrianism,Tokyo,UK,2020 Tokyo,2020,65,146,28,Summer,0
Bronze,HESTER Carl,O,GBR,Dressage Team,Equestrianism,Tokyo,UK,2020 Tokyo,2020,111,145,18,Summer,0
Gold,BELJAJEVA Julia,W,EST,Women's &Eacute;p&eacute;e Team,Fencing,Tokyo,Estonia,2020 Tokyo,2020,112,142,19,Summer,0
Gold,LEHIS Katrina,W,EST,Women's &Eacute;p&eacute;e Team,Fencing,Tokyo,Estonia,2020 Tokyo,2020,144,203,18,Summer,0
Gold,KIRPU Erika,W,EST,Women's &Eacute;p&eacute;e Team,Fencing,Tokyo,Estonia,2020 Tokyo,2020,124,149,32,Summer,0
Gold,EMBRICH Irina,W,EST,Women's &Eacute;p&eacute;e Team,Fencing,Tokyo,Estonia,2020 Tokyo,2020,51,197,28,Summer,0
Silver,CHOI Injeong,W,KOR,Women's &Eacute;p&eacute;e Team,Fencing,Tokyo,South Korea,2020 Tokyo,2020,57,176,20,Summer,0
Silver,LEE Hyein,W,KOR,Women's &Eacute;p&eacute;e Team,Fencing,Tokyo,South Korea,2020 Tokyo,2020,118,191,28,Summer,0
Silver,KANG Young Mi,W,KOR,Women's &Eacute;p&eacute;e Team,Fencing,Tokyo,South Korea,2020 Tokyo,2020,76,182,22,Summer,0
Silver,SONG Sera,W,KOR,Women's &Eacute;p&eacute;e Team,Fencing,Tokyo,South Korea,2020 Tokyo,2020,99,157,32,Summer,0
Bronze,SANTUCCIO Alberta,W,ITA,Women's &Eacute;p&eacute;e Team,Fencing,Tokyo,Italy,2020 Tokyo,2020,96,145,20,Summer,0
Bronze,ISOLA Federica,W,ITA,Women's &Eacute;p&eacute;e Team,Fencing,Tokyo,Italy,2020 Tokyo,2020,150,204,22,Summer,0
Bronze,FIAMINGO Rossella,W,ITA,Women's &Eacute;p&eacute;e Team,Fencing,Tokyo,Italy,2020 Tokyo,2020,130,194,29,Summer,0
Bronze,NAVARRIA Mara,W,ITA,Women's &Eacute;p&eacute;e Team,Fencing,Tokyo,Italy,2020 Tokyo,2020,125,209,30,Summer,0
Gold,NAGASE Takanori,M,JPN,Men -81 kg,Judo,Tokyo,Japan,2020 Tokyo,2020,54,154,28,Summer,0
Silver,MOLLAEI Saeid,M,MGL,Men -81 kg,Judo,Tokyo,Mongolia,2020 Tokyo,2020,146,173,26,Summer,0
Bronze,BORCHASHVILI Shamil,M,AUT,Men -81 kg,Judo,Tokyo,Austria,2020 Tokyo,2020,82,163,33,Summer,0
Bronze,CASSE Matthias,M,BEL,Men -81 kg,Judo,Tokyo,Belgium,2020 Tokyo,2020,149,142,22,Summer,0
Gold,AGBEGNENOU Clarisse,W,FRA,Women -63 kg,Judo,Tokyo,France,2020 Tokyo,2020,98,146,29,Summer,0
Silver,TRSTENJAK Tina,W,SLO,Women -63 kg,Judo,Tokyo,Slovenia,2020 Tokyo,2020,76,147,31,Summer,0
Bronze,BEAUCHEMIN-PINARD Catherine,W,CAN,Women -63 kg,Judo,Tokyo,Canada,2020 Tokyo,2020,70,203,21,Summer,0
Bronze,CENTRACCHIO Maria,W,ITA,Women -63 kg,Judo,Tokyo,Italy,2020 Tokyo,2020,59,196,34,Summer,0
Gold,JIANG Ranxin,X,CHN,10m Air Pistol Mixed Team,Shooting,Tokyo,China,2020 Tokyo,2020,119,143,29,Summer,0
Gold,PANG Wei,X,CHN,10m Air Pistol Mixed Team,Shooting,Tokyo,China,2020 Tokyo,2020,137,198,18,Summer,0
Silver,BATSARASHKINA Vitalina,X,ROC,10m Air Pistol Mixed Team,Shooting,Tokyo,,2020 Tokyo,2020,57,166,33,Summer,0
Silver,CHERNOUSOV Artem,X,ROC,10m Air Pistol Mixed Team,Shooting,Tokyo,,2020 Tokyo,2020,98,158,19,Summer,0
Bronze,KOSTEVYCH Olena,X,UKR,10m Air Pistol Mixed Team,Shooting,Tokyo,Ukraine,2020 Tokyo,2020,99,173,26,Summer,0
Bronze,OMELCHUK Oleh,X,UKR,10m Air Pistol Mixed Team,Shooting,Tokyo,Ukraine,2020 Tokyo,2020,81,175,26,Summer,0
Gold,YANG Qian,X,CHN,10m Air Rifle Mixed Team,Shooting,Tokyo,China,2020 Tokyo,2020,77,140,21,Summer,0
Gold,YANG Haoran,X,CHN,10m Air Rifle Mixed Team,Shooting,Tokyo,China,2020 Tokyo,2020,64,187,32,Summer,0
Silver,KOZENIESKY Lucas,X,USA,10m Air Rifle Mixed Team,Shooting,Tokyo,USA,2020 Tokyo,2020,118,201,34,Summer,0
Silver,TUCKER Mary Carolynn,X,USA,10m Air Rifle Mixed Team,Shooting,Tokyo,USA,2020 Tokyo,2020,76,188,31,Summer,0
Bronze,KARIMOVA Yulia,X,ROC,10m Air Rifle Mixed Team,Shooting,Tokyo,,2020 Tokyo,2020,54,172,27,Summer,0
Bronze,KAMENSKIY Sergey,X,ROC,10m Air Rifle Mixed Team,Shooting,Tokyo,,2020 Tokyo,2020,86,177,22,Summer,0
Gold,FERREIRA Italo,M,BRA,Men,Surfing,Tokyo,Brazil,2020 Tokyo,2020,143,173,28,Summer,0
Silver,IGARASHI Kanoa,M,JPN,Men,Surfing,Tokyo,Japan,2020 Tokyo,2020,77,202,31,Summer,0
Bronze,WRIGHT Owen,M,AUS,Men,Surfing,Tokyo,Australia,2020 Tokyo,2020,141,155,27,Summer,0
Gold,MOORE Carissa,W,USA,Women,Surfing,Tokyo,USA,2020 Tokyo,2020,61,179,18,Summer,0
Silver,BUITENDAG Bianca,W,RSA,Women,Surfing,Tokyo,South Africa,2020 Tokyo,2020,126,145,22,Summer,0
Bronze,TSUZUKI Amuro,W,JPN,Women,Surfing,Tokyo,Japan,2020 Tokyo,2020,140,184,22,Summer,0
Gold,RYLOV Evgeny,M,ROC,Men's 100m Backstroke,Swimming,Tokyo,,2020 Tokyo,2020,71,153,31,Summer,0
Silver,KOLESNIKOV Kliment,M,ROC,Men's 100m Backstroke,Swimming,Tokyo,,2020 Tokyo,2020,115,166,20,Summer,0
Bronze,MURPHY Ryan,M,USA,Men's 100m Backstroke,Swimming,Tokyo,USA,2020 Tokyo,2020,148,190,31,Summer,0
Gold,DEAN Tom,M,GBR,Men's 200m Freestyle,Swimming,Tokyo,UK,2020 Tokyo,2020,120,181,33,Summer,0
Silver,SCOTT Duncan,M,GBR,Men's 200m Freestyle,Swimming,Tokyo,UK,2020 Tokyo,2020,125,190,33,Summer,0
Bronze,SCHEFFER Fernando,M,BRA,Men's 200m Freestyle,Swimming,Tokyo,Brazil,2020 Tokyo,2020,105,151,25,Summer,0
Gold,McKEOWN Kaylee,W,AUS,Women's 100m Backstroke,Swimming,Tokyo,Australia,2020 Tokyo,2020,136,198,31,Summer,0
Silver,MASSE Kylie,W,CAN,Women's 100m Backstroke,Swimming,Tokyo,Canada,2020 Tokyo,2020,77,197,20,Summer,0
Bronze,SMITH Regan,W,USA,Women's 100m Backstroke,Swimming,Tokyo,USA,2020 Tokyo,2020,78,176,33,Summer,0
Gold,JACOBY Lydia,W,USA,Women's 100m Breaststroke,Swimming,Tokyo,USA,2020 Tokyo,2020,135,160,30,Summer,0
Silver,SCHOENMAKER Tatjana,W,RSA,Women's 100m Breaststroke,Swimming,Tokyo,South Africa,2020 Tokyo,2020,133,198,30,Summer,0
Bronze,KING Lilly,W,USA,Women's 100m Breaststroke,Swimming,Tokyo,USA,2020 Tokyo,2020,79,147,29,Summer,0
Gold,LARIN Vladislav,M,ROC,Men +80kg,Taekwondo,Tokyo,,2020 Tokyo,2020,105,164,33,Summer,0
Silver,GEORGIEVSKI Dejan,M,MKD,Men +80kg,Taekwondo,Tokyo,Macedonia,2020 Tokyo,2020,50,163,23,Summer,0
Bronze,IN Kyo Don,M,KOR,Men +80kg,Taekwondo,Tokyo,South Korea,2020 Tokyo,2020,70,191,20,Summer,0
Bronze,ALBA CASTILLO Rafael Yunier,M,CUB,Men +80kg,Taekwondo,Tokyo,Cuba,2020 Tokyo,2020,108,169,18,Summer,0
Gold,MANDIC Milica,W,SRB,Women +67kg,Taekwondo,Tokyo,Serbia,2020 Tokyo,2020,117,147,28,Summer,0
Silver,LEE Dabin,W,KOR,Women +67kg,Taekwondo,Tokyo,South Korea,2020 Tokyo,2020,87,189,33,Summer,0
Bronze,LAURIN Althea,W,FRA,Women +67kg,Taekwondo,Tokyo,France,2020 Tokyo,2020,94,165,19,Summer,0
Bronze,WALKDEN Bianca,W,GBR,Women +67kg,Taekwondo,Tokyo,UK,2020 Tokyo,2020,105,183,27,Summer,0
Gold,DUFFY Flora,W,BER,Women's Individual,Triathlon,Tokyo,Bermuda,2020 Tokyo,2020,100,166,33,Summer,0
Silver,TAYLOR-BROWN Georgia,W,GBR,Women's Individual,Triathlon,Tokyo,UK,2020 Tokyo,2020,115,167,30,Summer,0
Bronze,ZAFERES Katie,W,USA,Women's Individual,Triathlon,Tokyo,USA,2020 Tokyo,2020,63,185,29,Summer,0
Gold,KUO Hsing-Chun,W,TPE,Women's 59kg,Weightlifting,Tokyo,Taiwan,2020 Tokyo,2020,55,208,21,Summer,0
Silver,GURYEVA Polina,W,TKM,Women's 59kg,Weightlifting,Tokyo,Turkmenistan,2020 Tokyo,2020,100,141,19,Summer,0
Bronze,ANDOH Mikiko,W,JPN,Women's 59kg,Weightlifting,Tokyo,Japan,2020 Tokyo,2020,51,146,22,Summer,0
Gold,CHARRON Maude G,W,CAN,Women's 64kg,Weightlifting,Tokyo,Canada,2020 Tokyo,2020,71,179,18,Summer,0
Silver,BORDIGNON Giorgia,W,ITA,Women's 64kg,Weightlifting,Tokyo,Italy,2020 Tokyo,2020,127,203,25,Summer,0
Bronze,CHEN Wen-Huei,W,TPE,Women's 64kg,Weightlifting,Tokyo,Taiwan,2020 Tokyo,2020,85,171,28,Summer,0
Gold,MIEZIS Nauris,M,LAT,Men,3x3 Basketball,Tokyo,Latvia,2020 Tokyo,2020,77,176,23,Summer,0
Gold,LASMANIS Karlis,M,LAT,Men,3x3 Basketball,Tokyo,Latvia,2020 Tokyo,2020,92,192,24,Summer,0
Gold,CAVARS Agnis,M,LAT,Men,3x3 Basketball,Tokyo,Latvia,2020 Tokyo,2020,130,180,30,Summer,0
Gold,KRUMINS Edgars,M,LAT,Men,3x3 Basketball,Tokyo,Latvia,2020 Tokyo,2020,71,193,23,Summer,0
Silver,ZUEV Alexander,M,ROC,Men,3x3 Basketball,Tokyo,,2020 Tokyo,2020,116,184,31,Summer,0
Silver,KARPENKOV Ilia,M,ROC,Men,3x3 Basketball,Tokyo,,2020 Tokyo,2020,81,207,21,Summer,0
Silver,PISKLOV Kirill,M,ROC,Men,3x3 Basketball,Tokyo,,2020 Tokyo,2020,128,185,25,Summer,0
Silver,SHAROV Stanislav,M,ROC,Men,3x3 Basketball,Tokyo,,2020 Tokyo,2020,110,202,20,Summer,0
Bronze,DOMOVIC BULUT Dusan,M,SRB,Men,3x3 Basketball,Tokyo,Serbia,2020 Tokyo,2020,118,172,22,Summer,0
Bronze,MAJSTOROVIC Dejan,M,SRB,Men,3x3 Basketball,Tokyo,Serbia,2020 Tokyo,2020,104,207,33,Summer,0
Bronze,RATKOV Aleksandar,M,SRB,Men,3x3 Basketball,Tokyo,Serbia,2020 Tokyo,2020,77,177,22,Summer,0
Bronze,VASIC Mihailo,M,SRB,Men,3x3 Basketball,Tokyo,Serbia,2020 Tokyo,2020,65,160,22,Summer,0
Gold,YOUNG Jacquelyn,W,USA,Women,3x3 Basketball,Tokyo,USA,2020 Tokyo,2020,122,205,23,Summer,0
Gold,GRAY Allisha,W,USA,Women,3x3 Basketball,Tokyo,USA,2020 Tokyo,2020,111,160,30,Summer,0
Gold,PLUM Kelsey,W,USA,Women,3x3 Basketball,Tokyo,USA,2020 Tokyo,2020,85,179,25,Summer,0
Gold,DOLSON Stefanie,W,USA,Women,3x3 Basketball,Tokyo,USA,2020 Tokyo,2020,97,182,30,Summer,0
Silver,KOZIK Yulia,W,ROC,Women,3x3 Basketball,Tokyo,,2020 Tokyo,2020,145,194,28,Summer,0
Silver,LOGUNOVA Anastasiia,W,ROC,Women,3x3 Basketball,Tokyo,,2020 Tokyo,2020,108,148,24,Summer,0
Silver,FROLKINA Evgeniia,W,ROC,Women,3x3 Basketball,Tokyo,,2020 Tokyo,2020,144,146,25,Summer,0
Silver,FROLKINA Olga,W,ROC,Women,3x3 Basketball,Tokyo,,2020 Tokyo,2020,104,147,29,Summer,0
Bronze,ZHANG Zhiting,W,CHN,Women,3x3 Basketball,Tokyo,China,2020 Tokyo,2020,131,203,32,Summer,0
Bronze,WAN Jiyuan,W,CHN,Women,3x3 Basketball,Tokyo,China,2020 Tokyo,2020,132,157,33,Summer,0
Bronze,YANG Shuyu,W,CHN,Women,3x3 Basketball,Tokyo,China,2020 Tokyo,2020,78,177,32,Summer,0
Bronze,WANG Lili,W,CHN,Women,3x3 Basketball,Tokyo,China,2020 Tokyo,2020,88,209,22,Summer,0
Gold,HASHIMOTO Daiki,M,JPN,Men's All-Around,Gymnastics,Tokyo,Japan,2020 Tokyo,2020,113,174,30,Summer,0
Silver,XIAO Ruoteng,M,CHN,Men's All-Around,Gymnastics,Tokyo,China,2020 Tokyo,2020,60,169,23,Summer,0
Bronze,NAGORNYY Nikita,M,ROC,Men's All-Around,Gymnastics,Tokyo,,2020 Tokyo,2020,117,145,29,Summer,0
Gold,ROGLIC Primoz,M,SLO,Men's Individual Time Trial,Cycling,Tokyo,Slovenia,2020 Tokyo,2020,118,163,26,Summer,0
